x,y,t
0,0,0
1,0,1782
2,0,2014
3,0,2198
4,0,2364
5,0,3865
6,0,4065
6,1,4949
6,2,6415
7,2,6965
7,3,7947
7,4,8149
7,5,8500
7,6,8614
7,7,8932
6,7,11933
6,6,13200
6,5,14534
6,4,20637
6,3,21099
5,3,24552
5,4,26069
5,5,29153
5,4,30403
4,4,31754
3,4,32218
3,3,33187
4,3,34137
4,2,35121
5,2,36020
5,1,36888
4,1,37821
4,2,39071
4,1,39888
4,2,40938
3,2,43038
2,2,43288
2,3,44906
1,3,45972
0,3,46189
0,4,48107
0,5,48356
0,6,48557
0,7,48740
1,7,49674
2,7,49891
3,7,50074
3,6,51041
4,6,51507
3,6,52624
2,6,53006
1,6,53174
1,5,53992
1,4,54357
