x,y,t
0,0,0
1,0,3459
2,0,4176
3,0,5276
4,0,7309
5,0,8060
6,0,9644
6,1,11011
6,2,12845
7,2,16062
7,3,17514
7,4,18230
7,5,18948
7,6,19748
7,7,20547
6,7,21632
6,6,22466
6,5,23182
6,4,23932
6,3,27199
5,3,29083
5,2,29883
5,1,31402
4,1,32735
4,2,34168
3,2,38086
2,2,48873
2,3,58626
1,3,59643
0,3,60345
0,4,61294
0,5,62044
0,6,62727
0,7,63461
1,7,64796
2,7,65462
3,7,66177
3,6,68548
4,6,69945
3,6,70496
2,6,71530
1,6,72398
1,5,73614
1,4,74481
1,3,75615
2,3,76449
3,3,77331
4,3,78665
4,4,79781
3,4,80766
4,4,81750
5,4,82700
5,5,83565
