x,y,t
0,0,0
1,0,2084
2,0,2240
3,0,2388
4,0,2547
4,1,4920
4,2,5096
4,3,5255
4,4,5409
4,5,5573
3,5,5872
2,5,6045
1,5,6194
1,4,6693
1,3,6915
2,3,7675
2,2,9552
2,1,10145
1,1,12047
0,1,12262
1,1,12843
2,1,13030
2,2,13313
3,2,13891
4,2,14096
5,2,14431
5,3,14737
4,3,15347
4,4,15602
3,4,15838
2,4,16028
