x,y,t
0,0,0
0,1,5718
1,1,6394
1,0,13241
2,0,14689
3,0,16721
4,0,17120
4,1,21748
4,2,22263
4,3,22646
4,4,23828
4,5,24178
3,5,24543
3,4,24943
2,4,25959
2,5,26292
1,5,27019
1,4,27507
1,3,27906
2,3,28507
2,2,29055
2,1,31569
2,2,31818
3,2,32205
4,2,32518
5,2,33001
5,3,33500
