x,y,t
0,0,0
0,1,5695
1,1,5930
1,0,6212
2,0,6542
3,0,9989
4,0,10235
4,1,10554
4,2,12139
5,2,12355
5,3,12674
4,3,12977
4,4,13228
4,5,13638
3,5,14247
3,4,14538
2,4,14884
2,5,15163
1,5,15422
1,4,15715
1,3,16031
2,3,16303
2,2,16543
2,1,16844
2,2,18111
3,2,18262
