x,y,t
0,0,0
1,0,2402
1,1,3332
2,1,6811
2,0,7093
3,0,8525
4,0,8841
4,1,9324
4,2,10258
5,2,11270
5,3,11654
4,3,12053
4,2,12447
3,2,12868
2,2,13234
2,3,14500
1,3,15214
1,4,15714
2,4,16078
1,4,17928
1,5,18243
2,5,18543
3,5,19324
4,5,19620
4,4,20157
3,4,20518
2,4,22436
1,4,22582
2,4,23497
2,3,23771
2,2,23879
2,1,24067
1,1,24401
0,1,24547
