x,y,t
0,0,0
1,0,1735
2,0,8351
3,0,8567
4,0,8751
5,0,10253
6,0,10536
6,1,11903
6,2,13818
7,2,14786
6,2,15821
5,2,16036
5,1,18270
4,1,19713
4,2,20982
3,2,21937
2,2,22136
2,3,25970
1,3,27388
0,3,27601
1,3,28800
2,3,29001
3,3,29164
4,3,30250
5,3,30449
6,3,30684
7,3,30882
7,4,32034
7,5,33319
7,6,33517
7,7,33734
6,7,35317
6,6,36768
6,5,36969
6,4,37217
5,4,39184
4,4,39384
3,4,39583
4,4,40852
5,4,41101
5,5,42304
5,4,49833
5,3,50049
5,2,50299
6,2,51382
7,2,52682
6,2,53733
5,2,53948
4,2,54148
3,2,54330
3,3,55342
3,4,55749
3,3,57049
2,3,57965
1,3,58179
0,3,58430
0,4,59514
0,5,59730
0,6,59914
0,7,60096
1,7,61090
2,7,61259
3,7,61497
3,6,62998
4,6,64081
3,6,65099
2,6,65294
1,6,65479
0,6,65662
1,6,67164
1,5,67550
1,4,67996
