x,y,t
0,0,0
1,0,3950
2,0,4258
3,0,4398
4,0,4823
5,0,4974
6,0,5413
6,1,5824
6,2,6634
7,2,6910
7,3,7392
7,4,7584
7,5,7753
7,6,7909
7,7,8073
6,7,8581
6,6,8998
6,5,15343
5,5,16981
5,4,17533
6,4,20473
6,3,21077
5,3,22480
5,2,23661
5,1,23822
4,1,24258
4,2,24754
4,3,24925
4,4,25089
3,4,25598
3,3,26500
3,2,26640
2,2,27080
2,3,27448
1,3,27982
1,4,33086
1,5,33276
1,6,33444
2,6,33832
3,6,34032
4,6,34212
3,6,34709
3,7,35053
2,7,35516
1,7,35699
0,7,35868
0,6,36546
0,5,36697
0,4,36850
0,3,37005
