x,y,t
0,0,0
1,0,1384
2,0,1917
3,0,2118
4,0,2317
5,0,2518
6,0,2785
6,1,6352
6,2,6969
7,2,9018
7,3,9852
7,4,10069
7,5,10253
7,6,10436
7,7,10619
6,7,11653
6,6,13103
6,5,13270
6,4,13453
6,3,13636
6,2,13903
6,1,14804
5,1,15503
4,1,15670
4,2,16769
4,3,16937
4,4,17121
4,3,17987
4,2,19321
5,2,20154
5,3,20904
5,4,21071
5,5,21255
5,4,22271
5,3,22455
5,2,22605
5,1,23172
5,2,23988
4,2,24288
3,2,25321
2,2,25471
2,3,26072
3,3,26605
2,3,27039
1,3,27439
0,3,27622
0,4,28355
0,5,28505
0,6,28690
0,7,28856
1,7,29523
2,7,29673
3,7,29872
3,6,30573
2,6,31089
1,6,31273
1,5,32674
1,4,32839
1,3,33007
2,3,35007
3,3,35290
3,4,35907
3,3,38507
2,3,39323
1,3,39524
0,3,39675
0,4,40825
0,5,41041
0,6,41626
1,6,42175
2,6,42358
3,6,42507
4,6,42692
