x,y,t
0,0,0
1,0,14353
2,0,14551
3,0,14768
4,0,14951
5,0,15136
6,0,16438
6,1,17570
6,2,18404
7,2,18836
7,3,26454
7,4,26720
7,5,26920
7,6,27153
7,7,27354
6,7,28104
6,6,29071
6,5,29887
6,4,38020
6,5,40555
5,5,41439
6,5,43022
6,4,43722
6,3,43939
6,2,44122
5,2,45206
5,1,46173
5,2,46505
5,3,46722
5,4,46971
4,4,49225
4,3,51457
4,2,51739
4,1,51907
4,2,53173
3,2,53756
3,3,55490
3,4,55739
3,3,56757
2,3,57256
2,2,58057
2,3,59273
1,3,59773
0,3,60240
0,4,61256
0,5,61490
0,6,61690
0,7,61907
1,7,65607
2,7,66924
3,7,67277
3,6,68708
4,6,69074
3,6,69808
2,6,70073
1,6,70291
1,5,71258
1,4,71541
