x,y,t
0,0,0
1,0,3791
2,0,4000
3,0,4223
4,0,4631
4,1,5626
4,2,6726
3,2,7071
2,2,7383
2,3,8438
1,3,8770
0,3,9012
1,3,20986
1,4,21523
1,5,22033
1,6,22333
2,6,22836
3,6,23030
4,6,23891
3,6,24680
3,7,25030
2,7,25535
1,7,25769
0,7,25979
0,6,26586
0,5,26829
0,4,27218
0,3,27688
1,3,28169
2,3,28395
3,3,28803
3,4,29601
4,4,30032
5,4,30356
5,5,30928
6,5,32216
6,6,32650
6,7,33129
7,7,34135
7,6,34720
7,5,35018
7,4,35896
7,3,42142
6,3,46612
6,4,46966
6,3,47750
5,3,48091
4,3,48341
5,3,49370
6,3,50665
7,3,50878
7,2,51601
6,2,52475
5,2,52709
5,1,54220
6,1,54646
6,0,55251
5,0,55646
