x,y,t
0,0,0
1,0,3360
2,0,3783
3,0,4194
4,0,4716
4,1,5711
4,2,6503
3,2,7304
2,2,7896
3,2,8612
2,2,9597
2,3,10205
1,3,11071
0,3,11638
0,4,15481
0,5,15830
0,6,16206
0,7,16573
1,7,17766
2,7,19000
3,7,19857
3,6,20508
4,6,21626
3,6,22710
2,6,23217
1,6,23800
1,5,24360
1,4,24968
1,3,25543
2,3,26203
3,3,26692
3,4,27710
4,4,28878
5,4,30937
5,5,31888
6,5,33230
6,6,34338
6,7,34923
7,7,35838
7,6,36940
7,5,37264
7,4,37667
7,3,38065
7,2,38440
6,2,41391
5,2,42107
5,3,43324
4,3,44100
5,3,46102
6,3,46901
6,4,47751
6,3,48454
6,2,48818
6,1,49201
6,0,50496
5,0,51470
5,1,52245
