x,y,t
0,0,0
1,0,3966
2,0,4232
3,0,4443
4,0,4668
5,0,4863
6,0,5089
6,1,6959
6,2,8042
7,2,8524
7,3,9419
7,4,9626
7,5,9823
7,6,10141
7,7,10244
6,7,11252
6,6,12642
6,5,12851
6,4,13063
6,3,13286
5,3,16490
4,3,16991
3,3,17071
2,3,17155
1,3,17244
0,3,17323
0,4,18116
0,5,18617
0,6,18700
0,7,18780
1,7,20507
2,7,21009
3,7,21090
3,6,21976
4,6,22473
3,6,23296
2,6,23596
1,6,24244
1,5,25526
1,4,25826
1,3,27071
2,3,29012
3,3,30362
3,4,30821
4,4,31500
5,4,31743
5,5,32380
5,4,32935
5,3,33175
5,2,33399
4,2,34352
3,2,34592
2,2,34816
3,2,35687
4,2,35926
4,1,37856
5,1,38282
