x,y,t
0,0,0
1,0,1356
2,0,1621
3,0,1838
4,0,2054
5,0,2256
6,0,2496
6,1,4159
6,2,4612
7,2,4904
7,3,6052
7,4,6287
7,5,6512
7,6,6717
7,7,6933
6,7,7679
6,6,8470
6,5,8762
6,4,8993
6,3,9202
6,2,9912
6,1,10396
5,1,11888
4,1,12170
4,2,13420
5,2,13988
5,3,15559
5,4,15802
5,5,16037
5,4,17303
4,4,18259
4,3,18976
4,4,19527
3,4,20603
3,3,21200
3,2,22441
2,2,23439
2,3,24090
1,3,24624
0,3,25117
0,4,26012
0,5,26317
0,6,26525
0,7,26726
1,7,27466
2,7,27710
3,7,27915
3,6,29152
2,6,30165
1,6,30640
1,5,31251
1,4,31653
1,3,32196
1,4,33968
1,5,34267
1,6,34465
2,6,34881
3,6,35106
4,6,35332
