x,y,t
0,0,0
1,0,8184
2,0,8666
3,0,8794
4,0,8977
5,0,9144
6,0,9294
6,1,11385
5,1,12933
4,1,13366
4,2,14416
3,2,15483
2,2,15916
2,3,16699
1,3,17266
0,3,17496
0,4,18250
0,5,18699
0,6,18914
0,7,19093
1,7,20083
2,7,20632
3,7,20916
3,6,21617
4,6,23049
3,6,23716
2,6,24482
1,6,25015
1,5,25582
1,4,26065
1,3,26898
2,3,27648
3,3,28282
4,3,29698
5,3,31764
5,2,32414
6,2,33980
7,2,34581
7,3,35364
7,4,37009
7,5,37376
7,6,37558
7,7,37741
6,7,38581
6,6,39230
6,5,39460
6,4,39625
6,3,41198
6,4,42047
5,4,42547
4,4,42863
3,4,43058
4,4,51463
5,4,52013
5,5,53413
