x,y,t
0,0,0
1,0,2237
2,0,3438
3,0,4420
4,0,4650
5,0,4867
6,0,5047
6,1,6316
5,1,7384
4,1,7632
4,2,10883
5,2,11860
6,2,12133
7,2,12666
7,3,14031
7,4,14248
7,5,15483
7,6,15825
7,7,16248
6,7,17026
6,6,17830
6,5,18431
6,4,18714
6,3,18931
5,3,25661
5,4,26661
5,5,27061
5,4,27854
4,4,28362
4,3,30605
4,2,32560
3,2,33942
3,3,35026
3,4,35409
3,3,36491
3,2,38091
2,2,39107
2,3,39490
1,3,40750
0,3,41157
0,4,43739
0,5,44022
0,6,44204
0,7,44419
1,7,45305
2,7,45539
3,7,45771
3,6,46955
4,6,47871
3,6,48570
2,6,48786
1,6,48983
1,5,49770
1,4,50003
