x,y,t
0,0,0
1,0,2234
2,0,2457
3,0,2696
4,0,4282
5,0,4778
6,0,5194
6,1,6250
5,1,7097
4,1,7529
4,2,8714
3,2,9498
2,2,9866
2,3,12280
1,3,12760
0,3,14026
0,4,14778
0,5,15114
0,6,15400
0,7,15818
1,7,16936
2,7,17304
3,7,17674
3,6,19609
4,6,20553
3,6,21113
2,6,21529
1,6,21930
1,5,22458
1,4,22730
1,3,23465
2,3,23880
3,3,24361
4,3,25081
4,4,27129
5,4,27816
5,5,29063
6,5,30250
6,6,30762
6,7,31162
7,7,32103
7,6,33111
7,5,33480
7,4,34298
6,4,36507
6,3,38762
7,3,39912
7,2,40680
6,2,41800
5,2,42474
5,3,44170
5,4,47563
4,4,47818
3,4,48106
