x,y,t
0,0,0
1,0,925
2,0,1195
3,0,1393
4,0,1821
5,0,2250
6,0,2430
6,1,2724
5,1,2968
4,1,3146
4,2,3510
3,2,3686
2,2,3887
2,3,4204
1,3,4371
0,3,4584
0,4,4969
0,5,5160
0,6,5361
0,7,5597
1,7,5824
2,7,6047
3,7,6415
3,6,7425
4,6,7622
3,6,7848
2,6,8098
1,6,8321
1,5,8522
1,4,8748
1,3,8928
2,3,9446
3,3,9671
4,3,10438
5,3,10822
5,2,11010
6,2,11212
7,2,11497
7,3,11793
6,3,11967
6,4,12623
7,4,12882
7,5,13277
7,6,13520
7,7,13781
6,7,14003
6,6,14239
6,5,14430
5,5,14643
5,4,14834
4,4,14992
3,4,15150
