x,y,t
0,0,0
1,0,2613
2,0,2929
3,0,3229
4,0,3594
4,1,4642
4,2,5044
3,2,6223
2,2,6557
2,3,7639
1,3,10202
0,3,13480
0,4,13863
0,5,14195
0,6,15023
0,7,15361
1,7,15710
2,7,16059
3,7,16342
3,6,16857
4,6,20053
3,6,23315
2,6,23647
1,6,23947
1,5,24330
1,4,24679
1,3,28041
2,3,28589
3,3,28839
3,4,29871
4,4,30204
5,4,30536
5,5,30853
6,5,31235
6,6,31518
6,7,31885
7,7,32217
7,6,32483
7,5,32783
7,4,33083
6,4,33615
6,3,38026
5,3,41337
4,3,41620
5,3,45115
6,3,45348
7,3,45564
7,2,45814
6,2,46230
5,2,47578
5,1,47861
6,1,48244
6,0,48690
5,0,48960
