x,y,t
0,0,0
1,0,1899
2,0,2234
3,0,2501
4,0,3151
5,0,3585
6,0,5120
6,1,5553
6,2,6888
7,2,8005
7,3,8472
7,4,8889
7,5,10003
7,6,10238
7,7,10421
6,7,11041
6,6,11625
6,5,13209
6,4,13543
6,3,14010
5,3,17946
5,2,18380
5,1,18847
4,1,20215
4,2,21517
3,2,22016
2,2,22450
2,3,25369
1,3,25752
0,3,26836
0,4,27653
0,5,28037
0,6,28304
0,7,28604
1,7,29305
2,7,29639
3,7,29905
3,6,30473
4,6,31073
3,6,33041
2,6,33206
1,6,33725
1,5,34109
1,4,34425
1,3,35309
2,3,36478
3,3,36659
3,4,39263
4,4,42665
4,3,43498
4,4,44049
5,4,44616
5,5,45033
