x,y,t
0,0,0
1,0,9941
2,0,10185
3,0,10429
4,0,10637
5,0,10931
6,0,11346
6,1,11774
5,1,12497
4,1,12999
4,2,14739
3,2,15376
2,2,15782
2,3,17785
1,3,18403
0,3,18853
0,4,39301
0,5,39634
0,6,39873
0,7,40157
1,7,40451
2,7,40771
3,7,41056
3,6,42879
4,6,44341
3,6,45695
2,6,46095
1,6,46510
1,5,47141
1,4,47569
1,3,47974
2,3,51798
3,3,54459
4,3,54847
5,3,69949
6,3,70343
7,3,70751
7,2,71472
6,2,73105
5,2,73524
6,2,76283
7,2,76659
7,3,77124
7,4,77368
7,5,77625
7,6,77897
7,7,78250
6,7,78691
6,6,79410
6,5,79753
5,5,80851
5,4,82141
6,4,82670
5,4,84358
4,4,84750
3,4,85124
