x,y,t
0,0,0
1,0,4869
2,0,5319
3,0,6385
4,0,6952
5,0,7485
6,0,8052
6,1,10237
5,1,12302
4,1,13285
4,2,18817
4,3,19617
4,4,20584
3,4,21367
3,3,22434
3,2,23167
2,2,24250
2,3,25334
1,3,26034
0,3,26734
0,4,32268
1,4,32867
1,5,34584
0,5,35383
0,6,44221
0,7,45549
1,7,46365
2,7,47015
3,7,47882
3,6,48632
4,6,49215
3,6,51115
2,6,51498
1,6,51998
1,5,53699
1,4,54015
1,3,54231
2,3,56448
2,2,56881
3,2,58697
4,2,59497
5,2,59948
6,2,60448
7,2,60814
7,3,61631
7,4,61881
7,5,62114
7,6,62331
7,7,62597
6,7,63614
6,6,64930
6,5,66450
5,5,67230
5,4,67830
5,3,68464
6,3,69264
6,4,70297
