x,y,t
0,0,0
1,0,1677
2,0,1849
3,0,2014
4,0,2192
5,0,2359
6,0,3260
6,1,3515
5,1,3787
4,1,3990
4,2,4268
3,2,4561
2,2,4771
2,3,4994
1,3,5477
1,4,5737
0,4,6258
0,3,6431
0,4,6732
0,5,6943
0,6,7136
0,7,7317
1,7,7543
1,6,7772
1,5,7995
1,6,8227
2,6,8454
3,6,8652
4,6,8834
3,6,9084
3,7,9331
2,7,9553
1,7,10011
1,6,10244
1,5,10460
1,4,10768
1,3,11005
2,3,11258
3,3,11629
4,3,11864
3,3,12767
3,4,12927
4,4,13205
5,4,13430
5,5,13854
6,5,14183
6,6,14495
6,7,14753
7,7,14982
7,6,15215
7,5,15402
7,4,15583
6,4,15877
6,3,16091
5,3,16293
5,2,16500
6,2,16756
7,2,16962
7,3,17101
