x,y,t
0,0,0
1,0,19790
2,0,20002
3,0,20219
4,0,21970
4,1,24386
5,1,25169
5,0,25753
6,0,26619
6,1,28387
6,2,40392
7,2,41805
7,3,53657
6,3,57975
6,4,60559
7,4,62375
7,5,63657
7,6,64475
7,7,65126
6,7,66910
6,6,67576
6,5,68761
5,5,69627
5,4,77695
4,4,78445
3,4,78995
3,3,79846
4,3,80612
5,3,81129
5,2,82112
4,2,83479
3,2,83962
2,2,85112
2,3,86413
1,3,103783
0,3,107266
0,4,108566
1,4,112601
1,5,113634
0,5,114384
0,6,128236
0,7,128919
1,7,129419
1,6,130153
2,6,135671
2,7,136970
3,7,137587
3,6,138404
4,6,139288
