x,y,t
0,0,0
1,0,2522
2,0,3008
3,0,3036
4,0,3069
5,0,3103
6,0,3133
6,1,3857
5,1,4234
4,1,4544
4,2,5073
3,2,7519
2,2,7928
2,3,8315
1,3,8616
0,3,9130
0,4,9552
1,4,9979
1,5,10361
0,5,10689
0,6,11021
1,6,11583
1,7,12088
0,7,12598
1,7,13014
2,7,13415
2,6,13843
3,6,14434
3,7,16651
3,6,17006
4,6,17350
3,6,18181
2,6,18403
1,6,18582
0,6,18788
0,5,19054
0,4,19383
0,3,19630
1,3,19988
2,3,20260
3,3,20486
3,4,20973
4,4,21365
4,3,21707
5,3,22060
5,4,22399
5,5,22706
6,5,23069
6,6,23589
6,7,23874
7,7,24197
7,6,24527
7,5,24799
7,4,25046
6,4,25518
6,3,25876
7,3,26233
7,2,26641
6,2,26948
5,2,27290
