x,y,t
0,0,0
1,0,799
2,0,1111
3,0,1431
4,0,1791
4,1,2183
5,1,2511
5,0,2839
6,0,3199
6,1,3575
6,2,3999
7,2,4343
7,3,4991
7,4,5815
7,5,6031
7,6,6311
7,7,6583
6,7,7047
6,6,7823
6,5,8167
6,4,8455
6,3,8783
5,3,9231
5,2,9543
4,2,10223
4,3,10735
3,3,11047
3,2,11375
2,2,11719
2,3,12071
1,3,12383
0,3,12751
0,4,13183
0,5,13511
0,6,13871
0,7,16471
1,7,17031
2,7,18439
3,7,18847
3,6,19943
2,6,20311
1,6,20911
1,5,21319
1,4,22527
1,3,23111
2,3,23471
3,3,23855
3,4,24167
4,4,24487
5,4,24855
5,5,25167
5,4,27575
4,4,28191
3,4,28447
3,3,28911
2,3,29199
1,3,29535
1,4,29903
1,5,30303
1,6,30663
2,6,30935
3,6,31135
4,6,31343
