x,y,t
0,0,0
1,0,2266
2,0,2481
3,0,2664
4,0,2829
5,0,2997
6,0,3147
6,1,4328
6,2,4544
6,3,5810
6,4,6028
6,5,6243
6,6,6459
6,7,6643
7,7,7458
7,6,8389
7,5,8607
7,4,8824
7,3,9672
7,2,10254
6,2,11520
5,2,12752
5,1,13750
4,1,15831
4,2,16927
4,3,17563
4,4,17911
5,4,18695
5,3,19442
5,4,20560
5,5,20942
5,4,22706
4,4,23706
3,4,24204
3,3,24971
3,2,25188
2,2,27018
2,3,28001
1,3,28982
0,3,29315
0,4,30198
0,5,30447
0,6,30680
0,7,30881
1,7,32446
1,6,33160
1,5,33376
1,4,33544
1,5,34759
1,6,35191
1,7,35589
2,7,36175
3,7,36423
3,6,37322
2,6,38205
3,6,39487
4,6,39687
