x,y,t
0,0,0
1,0,1169
2,0,1385
3,0,1552
4,0,1960
5,0,2406
6,0,2586
6,1,2832
6,2,3707
7,2,4245
7,3,4514
7,4,5385
7,5,5575
7,6,5799
7,7,6280
6,7,6565
6,6,7513
6,5,9240
5,5,13160
5,4,14319
6,4,14626
6,3,14893
5,3,15851
5,2,17867
5,1,18256
4,1,18512
4,2,20075
4,3,21050
4,4,21388
3,4,21652
3,3,22681
3,2,23029
2,2,23442
2,3,23750
1,3,32498
0,3,32889
0,4,33170
1,4,33465
1,5,35725
0,5,36005
0,6,38785
0,7,39722
1,7,39942
1,6,40185
2,6,41034
2,7,41439
3,7,41636
3,6,41847
4,6,42047
