x,y,t
0,0,0
1,0,2756
2,0,3354
3,0,3751
4,0,3965
5,0,4224
5,1,4520
4,1,4760
3,1,5014
2,1,5246
1,1,5699
0,1,6052
0,2,6249
1,2,6949
1,3,7191
0,3,7440
0,4,7890
0,5,9306
1,5,9603
1,4,9881
2,4,10264
2,5,10601
3,5,11016
3,4,11904
4,4,12181
4,5,12465
5,5,12703
5,4,12941
5,3,13196
5,2,13433
4,2,13681
4,3,13947
