x,y,t
0,0,0
1,0,10958
2,0,11318
3,0,11524
4,0,11714
5,0,11876
5,1,12944
4,1,13685
3,1,14086
2,1,14308
1,1,14498
0,1,14715
0,2,15377
1,2,16074
1,3,16873
0,3,17265
0,4,17718
1,4,18306
0,4,19229
0,5,19858
1,5,20744
2,5,21324
2,4,22583
3,4,23504
3,5,24116
4,5,24473
4,4,24996
5,4,25475
5,5,26062
5,4,26552
5,3,26804
5,2,27023
4,2,27821
4,3,28290
