x,y,t
0,0,0
1,0,562
2,0,770
3,0,945
4,0,1115
5,0,1282
5,1,1490
5,2,1771
5,3,1931
5,4,2089
5,5,2258
4,5,2466
3,5,2642
2,5,2794
1,5,2954
0,5,3114
0,4,3346
0,3,3506
0,2,3674
0,1,3842
1,1,4171
2,1,4354
3,1,4530
4,1,4721
4,2,4962
4,3,5146
4,4,5298
3,4,5515
2,4,5682
1,4,5851
1,3,6106
1,2,6291
