x,y,t
0,0,0
1,0,11537
2,0,12702
3,0,13103
4,0,13418
5,0,13752
5,1,19179
5,2,19628
5,3,19912
5,4,20179
5,5,20446
4,5,21529
3,5,21846
2,5,22163
1,5,22446
0,5,22729
0,4,23679
0,3,24029
0,2,24297
0,1,24597
1,1,25631
2,1,25964
3,1,26264
4,1,26581
4,2,27380
4,3,27747
4,4,28081
3,4,28898
2,4,29247
1,4,29598
1,3,30331
1,2,30746
