x,y,t
0,0,0
0,1,25472
0,2,26688
0,3,26955
0,4,27238
0,5,27555
1,5,28205
1,4,28905
1,3,29255
1,2,29605
1,1,29955
2,1,30805
3,1,31222
4,1,31655
4,2,32272
4,3,32739
4,4,33506
3,4,33956
2,4,34406
2,5,35056
3,5,35473
4,5,35772
5,5,36306
5,4,36958
5,3,37306
5,2,37590
5,1,37907
5,0,38307
4,0,38925
3,0,39207
2,0,39442
1,0,39858
