x,y,t
0,0,0
0,1,5472
0,2,8502
0,3,10519
0,4,11285
0,5,12136
1,5,13002
2,5,13619
3,5,14252
4,5,14751
5,5,15319
5,4,16123
5,3,16586
5,2,17119
5,1,17636
5,0,18287
4,0,19221
3,0,19636
2,0,20054
1,0,20820
1,1,22004
2,1,23854
3,1,24421
4,1,25037
4,2,25771
4,3,26288
4,4,26924
3,4,27622
2,4,28121
1,4,28805
1,3,29388
1,2,29922
