x,y,t
0,0,0
1,0,1868
2,0,2330
3,0,2701
4,0,3117
5,0,3518
5,1,7658
5,2,9910
5,3,10427
5,4,10906
5,5,11439
4,5,12509
4,4,13431
4,3,13844
4,2,14266
4,1,14682
3,1,15600
2,1,15917
1,1,16235
0,1,16602
0,2,31821
0,3,32282
0,4,32786
0,5,33356
1,5,34923
2,5,35339
3,5,35976
3,4,36793
2,4,37728
1,4,38175
1,3,39024
1,2,39458
