x,y,t
0,0,0
1,0,2938
2,0,4184
2,1,4684
3,1,6837
3,0,7325
4,0,7711
5,0,8296
5,1,8871
4,1,11932
4,2,13366
5,2,13816
5,3,14533
4,3,15505
4,4,16065
5,4,16470
5,5,16991
4,5,17487
3,5,18144
3,4,18774
2,4,19095
2,5,19551
1,5,19937
1,4,20356
1,5,22024
0,5,22654
0,4,23046
0,3,23424
0,2,24136
0,1,24437
1,1,24793
1,2,25221
1,3,25588
