x,y,t
0,0,0
1,0,2673
2,0,3137
3,0,3637
4,0,3660
5,0,3695
5,1,4305
5,2,4617
5,3,5121
5,4,5161
5,5,5194
4,5,5625
3,5,6123
2,5,6161
1,5,6177
0,5,6211
0,4,6633
1,4,6905
2,4,7404
3,4,7444
4,4,7477
5,4,7511
4,4,7993
4,3,8378
4,2,8634
4,1,9194
3,1,9513
2,1,9777
1,1,9993
0,1,10241
0,2,10545
0,3,10794
1,3,10994
1,2,11274
