x,y,t
0,0,0
1,0,1396
0,0,2958
0,1,3165
0,2,3765
0,3,3822
0,4,3862
0,5,3900
0,6,3941
0,7,3981
0,8,4019
0,9,4058
0,10,4098
0,11,4135
1,11,4368
2,11,4816
2,10,5101
3,10,5335
3,11,6778
3,10,7123
3,9,7561
2,9,7965
3,9,8177
3,8,8371
4,8,8863
4,9,9111
5,9,9471
6,9,9976
6,10,10201
6,11,10629
7,11,10811
8,11,11039
9,11,11209
10,11,11394
11,11,11808
11,10,12363
11,9,12504
11,8,12689
11,7,12860
11,6,13034
11,5,13202
10,5,13580
10,6,14021
10,7,14178
10,8,14369
10,9,14552
10,10,14831
9,10,15180
8,10,15950
7,10,16315
7,9,16486
8,9,16843
9,9,17080
9,8,18259
8,8,18513
7,8,18675
6,8,18874
5,8,19086
4,8,19521
4,7,19663
5,7,19990
6,7,20199
7,7,20396
8,7,20588
9,7,20775
10,7,20972
9,7,21432
9,6,21580
9,5,21927
9,6,23192
8,6,23455
7,6,24055
6,6,24096
5,6,24138
4,6,24178
3,6,24222
2,6,24263
1,6,24305
0,6,24346
1,6,24774
1,7,25021
1,6,25316
1,5,25517
1,4,25691
1,3,25869
1,2,26065
1,1,26457
1,2,26657
2,2,26900
2,3,27122
2,4,27333
2,5,27506
3,5,27729
4,5,28238
5,5,28425
6,5,28619
7,5,28812
8,5,29005
9,5,29209
8,5,29688
8,4,29819
7,4,30161
6,4,30359
5,4,30522
4,4,30718
3,4,31091
4,4,31259
4,3,31445
5,3,31747
6,3,31967
7,3,32149
8,3,32338
8,2,32594
9,2,33098
10,2,33403
10,3,33630
11,3,33910
11,2,34185
11,1,34398
11,0,34560
10,0,34791
9,0,35258
8,0,35451
7,0,35625
6,0,35860
5,0,36095
5,1,36335
4,1,36557
3,1,36739
4,1,37008
5,1,37585
5,0,37721
6,0,37950
7,0,38344
8,0,38798
9,0,39012
10,0,39206
10,1,39559
9,1,39773
8,1,39958
7,1,40265
7,2,40478
6,2,40701
