x,y,t
0,0,0
1,0,2494
1,1,2909
0,1,3419
0,2,3880
1,2,4396
2,2,4756
2,3,5222
1,3,5671
0,3,6088
0,4,6385
1,4,6954
2,4,7327
2,5,7839
1,5,8314
1,6,8784
1,5,10476
0,5,10805
0,6,11159
1,6,11591
2,6,11987
1,6,14904
1,7,15323
0,7,15584
0,8,15882
0,9,16157
0,10,16413
0,11,16815
1,11,17120
2,11,17474
2,10,17897
3,10,19058
3,11,19673
3,10,20020
3,9,20259
2,9,20799
3,9,21623
3,8,21972
4,8,22346
4,9,22701
5,9,23052
6,9,23808
6,10,24239
6,11,24594
7,11,24946
8,11,25353
9,11,25789
10,11,25813
11,11,25836
11,10,26310
10,10,26732
9,10,26988
8,10,27214
7,10,27363
7,9,27812
8,9,28074
9,9,28305
10,9,28527
11,9,29359
11,8,29727
10,8,29966
9,8,30207
8,8,30415
7,8,30604
6,8,30818
5,8,31042
4,8,31989
4,7,32240
5,7,32529
6,7,32805
7,7,33038
8,7,33238
9,7,33429
10,7,33646
11,7,33867
11,6,34252
10,6,34553
9,6,34811
8,6,35022
7,6,35227
6,6,35431
5,6,35638
4,6,35861
3,6,36054
3,5,36519
4,5,36836
5,5,37056
6,5,37265
7,5,37478
8,5,37696
9,5,37925
10,5,38122
11,5,38356
10,5,38718
9,5,38950
8,5,39216
8,4,39547
7,4,39866
6,4,40109
5,4,40343
4,4,40545
3,4,40816
4,4,41087
4,3,41764
5,3,42031
6,3,42241
7,3,42459
8,3,42700
8,2,43192
9,2,43491
10,2,43857
10,3,44268
11,3,44552
11,2,44926
11,1,45215
11,0,45564
10,0,45850
10,1,46139
9,1,46395
9,0,46714
8,0,46954
8,1,47417
7,1,47852
7,2,48238
6,2,48482
7,2,48825
7,1,49668
7,0,50010
6,0,50322
5,0,50932
5,1,51463
4,1,51724
3,1,52022
