x,y,t
0,0,0
1,0,4505
1,1,5633
0,1,6689
0,2,7605
1,2,8473
1,3,9253
0,3,10756
0,4,11423
1,4,12141
1,5,12817
0,5,13323
0,6,13940
1,6,14424
1,7,15791
0,7,16274
0,8,17124
0,9,17526
0,10,17961
0,11,18322
1,11,19174
2,11,19775
3,11,20528
3,10,21338
2,10,21959
2,9,23311
3,9,23759
3,8,24559
4,8,25809
4,9,26776
5,9,27259
5,8,28509
5,7,28978
4,7,29841
4,6,30860
3,6,32293
2,6,32744
2,5,33824
2,4,34328
2,3,36280
2,2,36661
2,3,38865
2,4,39179
3,4,40178
3,5,41529
4,5,43129
4,4,44413
4,3,44795
5,3,45896
5,4,46830
5,5,47197
5,6,47662
6,6,48948
6,5,50600
6,4,50962
6,3,51382
6,2,51814
7,2,53015
7,3,54017
7,4,54282
7,5,54532
7,6,54765
7,7,54998
6,7,55949
6,8,56433
6,9,56800
7,9,58149
8,9,58646
8,8,60195
7,8,61249
7,9,61885
7,10,62316
6,10,62966
6,11,63700
7,11,64100
8,11,64967
8,10,66337
9,10,67284
9,11,68601
10,11,69085
10,10,69951
11,10,70517
11,11,71152
11,10,71936
11,9,72304
10,9,73319
9,9,73702
9,8,74613
10,8,75819
11,8,76269
11,7,79753
10,7,80654
9,7,81053
8,7,81933
8,6,82737
9,6,83815
10,6,84220
11,6,84671
11,5,85304
10,5,86221
9,5,86505
8,5,86971
8,4,87865
8,3,88207
8,2,89451
9,2,90289
10,2,91005
10,3,91772
11,3,92239
11,2,93038
11,1,93390
11,0,94627
10,0,95156
10,1,95883
9,1,96606
9,0,97289
8,0,97890
8,1,98852
7,1,100060
7,0,100510
6,0,101927
5,0,102391
5,1,103207
4,1,103674
3,1,104158
